tur_id,player_hand_val,player_hand_type,dealer_up,true_count,action,sonuc
9149,15,Hard,Q,0.17,hit,kaybetti
9149,7,Hard,Q,0.0,hit,kaybetti
9149,17,Hard,Q,-0.17,stand,
9150,8,Hard,4,0.17,hit,kaybetti
9150,15,Hard,4,0.17,stand,kazandi
9150,19,Hard,4,0.17,stand,
9151,15,Hard,J,0.0,hit,kazandi
9151,16,Soft,J,-0.17,hit,kazandi
9151,20,Soft,J,0.0,stand,
9151,17,Hard,J,0.0,stand,
9152,13,Hard,7,0.17,hit,push
9152,21,Hard,7,0.17,stand,kaybetti
9152,17,Hard,7,0.17,stand,
9153,19,Hard,8,-0.17,stand,kazandi
9153,16,Hard,8,-0.17,hit,kaybetti
9154,20,Hard,7,0.0,stand,kazandi
9154,9,Hard,7,0.0,double,kazandi
9155,20,Hard,7,-0.85,stand,kazandi
9155,21,Soft,7,-0.85,stand,kazandi
9156,21,Soft,Q,-0.34,stand,kazandi
9156,8,Hard,Q,-0.34,hit,kaybetti
9156,16,Hard,Q,-0.34,hit,
9156,18,Hard,Q,-0.17,stand,
9157,18,Hard,8,-0.17,stand,kazandi
9157,19,Hard,8,-0.17,stand,kazandi
9158,11,Hard,6,0.34,double,kaybetti
9158,12,Hard,6,0.51,stand,kaybetti
9159,12,Hard,K,0.17,hit,kaybetti
9159,12,Hard,K,0.0,hit,kaybetti
9160,18,Hard,8,-0.17,stand,kazandi
9160,17,Hard,8,-0.17,stand,kazandi
9161,7,Hard,4,0.68,hit,push
9161,11,Hard,4,0.85,double,kaybetti
9161,12,Hard,4,0.68,stand,
9162,14,Hard,4,0.51,stand,kaybetti
9162,12,Hard,4,0.51,stand,kaybetti
9163,17,Hard,Q,0.17,stand,kaybetti
9163,7,Hard,Q,0.17,hit,kaybetti
9163,17,Hard,Q,0.0,stand,
9164,21,Soft,8,-0.17,stand,push
9164,14,Hard,8,-0.17,hit,kaybetti
9164,20,Hard,8,0.0,stand,
9165,16,Hard,A,0.0,hit,kazandi
9165,21,Hard,A,0.17,stand,kaybetti
9165,13,Hard,A,0.17,hit,
9165,17,Hard,A,0.34,stand,
9166,15,Hard,A,0.0,hit,kaybetti
9166,12,Hard,A,0.0,hit,kaybetti
9167,20,Hard,A,-0.51,stand,kazandi
9167,17,Hard,A,-0.51,stand,kaybetti
9168,8,Hard,4,0.51,hit,kaybetti
9168,18,Hard,4,0.34,stand,kaybetti
9168,14,Soft,4,0.34,stand,
9169,13,Soft,7,-0.17,hit,kazandi
9169,16,Soft,7,0.0,hit,kaybetti
9169,20,Soft,7,0.17,stand,
9169,16,Hard,7,0.17,hit,
9170,18,Hard,6,-0.17,stand,kazandi
9170,20,Hard,6,-0.17,stand,kazandi
9171,18,Hard,4,0.0,stand,kaybetti
9171,13,Hard,4,0.0,stand,kaybetti
9172,16,Hard,10,0.17,stand,kazandi
9172,12,Hard,10,0.17,hit,kazandi
9172,20,Hard,10,0.17,stand,
9173,12,Soft,Q,-0.34,hit,kaybetti
9173,12,Soft,Q,-0.51,hit,kaybetti
9173,7,Hard,Q,-0.68,hit,
9173,12,Hard,Q,-0.51,hit,
9173,13,Soft,Q,-0.69,hit,
9173,14,Soft,Q,-0.86,hit,
9173,19,Soft,Q,-0.69,stand,
9174,18,Hard,K,-0.34,stand,kaybetti
9174,10,Hard,K,-0.34,hit,kaybetti
9174,16,Hard,K,-0.17,hit,
9174,19,Hard,K,0.0,stand,
9175,18,Soft,6,0.0,stand,kaybetti
9175,13,Hard,6,0.0,stand,kaybetti
9176,20,Hard,3,-0.34,stand,kazandi
9176,14,Hard,3,-0.34,stand,kaybetti
9177,19,Soft,3,0.51,stand,kazandi
9177,8,Hard,3,0.51,hit,kaybetti
9177,12,Hard,3,0.68,stand,
9178,9,Hard,3,0.51,double,kaybetti
9178,11,Hard,3,0.68,double,kaybetti
9179,13,Hard,2,0.34,stand,kaybetti
9179,19,Hard,2,0.34,stand,kazandi
9180,20,Hard,8,-0.34,stand,kazandi
9180,19,Hard,8,-0.34,stand,kazandi
9181,7,Hard,7,0.51,hit,kaybetti
9181,17,Hard,7,0.34,stand,kazandi
9181,12,Hard,7,0.34,hit,
9181,13,Soft,7,0.17,hit,
9181,21,Soft,7,0.17,stand,
9182,12,Hard,2,0.34,stand,kaybetti
9182,12,Hard,2,0.34,stand,kaybetti
9183,20,Hard,6,0.0,stand,push
9183,9,Hard,6,0.0,double,kaybetti
9184,21,Soft,A,0.0,stand,kazandi
9184,5,Hard,A,0.0,hit,kaybetti
9184,7,Hard,A,0.17,hit,
9184,17,Hard,A,0.0,stand,
9185,19,Hard,Q,-0.17,stand,kazandi
9185,12,Hard,Q,-0.17,hit,kaybetti
9186,6,Hard,7,0.17,hit,kazandi
9186,9,Hard,7,0.34,double,kazandi
9186,20,Hard,7,0.17,stand,
9187,20,Hard,7,0.0,stand,kaybetti
9187,10,Hard,7,0.0,double,kaybetti
9188,18,Soft,9,0.34,stand,kazandi
9188,10,Hard,9,0.34,double,kaybetti
9189,19,Soft,A,-0.17,stand,kazandi
9189,18,Hard,A,-0.17,stand,kazandi
9190,14,Soft,J,-0.17,hit,kazandi
9190,14,Soft,J,-0.34,hit,kazandi
9190,21,Soft,J,-0.34,stand,
9190,19,Hard,J,-0.34,stand,
9191,12,Hard,K,0.17,hit,kazandi
9191,19,Hard,K,0.17,stand,kaybetti
9191,10,Hard,K,0.17,hit,
9191,17,Hard,K,0.17,stand,
9192,12,Hard,2,0.0,stand,kaybetti
9192,17,Hard,2,0.0,stand,kaybetti
9193,14,Soft,Q,-0.17,hit,kazandi
9193,15,Soft,Q,-0.34,hit,kazandi
9193,20,Soft,Q,-0.17,stand,
9193,15,Soft,Q,-0.17,hit,
9193,21,Soft,Q,0.0,stand,
9194,15,Hard,Q,-0.51,hit,kaybetti
9194,18,Hard,Q,-0.34,stand,push
9194,20,Soft,Q,-0.34,stand,
9195,16,Soft,7,-0.17,hit,kazandi
9195,18,Soft,7,0.0,stand,push
9195,13,Hard,7,0.0,hit,
9195,17,Hard,7,0.17,stand,
9196,20,Hard,10,-0.51,stand,push
9196,10,Hard,10,-0.51,hit,kaybetti
9196,13,Hard,10,-0.34,hit,
9197,14,Soft,4,0.34,stand,kaybetti
9197,14,Hard,4,0.34,stand,kaybetti
9198,20,Hard,10,-0.34,stand,push
9198,5,Hard,10,-0.34,hit,kaybetti
9198,8,Hard,10,-0.17,hit,
9198,18,Hard,10,-0.34,stand,
9199,20,Hard,Q,-0.51,stand,push
9199,12,Hard,Q,-0.51,hit,kaybetti
9199,15,Hard,Q,-0.34,hit,
9200,9,Hard,8,0.68,double,kazandi
9200,10,Hard,8,0.68,double,kazandi
9201,7,Hard,7,0.17,hit,push
9201,17,Hard,7,0.0,stand,kaybetti
9201,14,Hard,7,0.0,hit,
9202,13,Soft,J,-0.34,hit,kazandi
9202,17,Soft,J,-0.17,stand,kazandi
9202,20,Hard,J,-0.17,stand,
9203,15,Soft,9,-0.17,hit,kaybetti
9203,12,Soft,9,-0.17,hit,kaybetti
9203,18,Soft,9,0.0,stand,
9203,15,Soft,9,0.0,hit,
9203,15,Soft,9,-0.17,hit,
9204,15,Hard,8,0.17,hit,kaybetti
9204,8,Hard,8,0.17,hit,kaybetti
9204,10,Hard,8,0.34,double,
9205,5,Hard,4,0.51,hit,kazandi
9205,11,Hard,4,0.68,double,kazandi
9205,15,Hard,4,0.51,stand,
9206,12,Hard,3,0.0,stand,kaybetti
9206,15,Soft,3,0.0,stand,kaybetti
9207,14,Hard,9,-0.34,hit,kaybetti
9207,17,Hard,9,-0.51,stand,kaybetti
9208,21,Soft,6,-0.68,stand,kazandi
9208,21,Soft,6,-0.68,stand,kazandi
9209,17,Hard,J,-0.51,stand,kaybetti
9209,19,Hard,J,-0.51,stand,kaybetti
9210,16,Hard,10,0.0,stand,kaybetti
9210,14,Hard,10,0.0,hit,kaybetti
9211,9,Hard,3,0.85,double,kaybetti
9211,11,Hard,3,1.02,double,kaybetti
9212,16,Soft,7,0.0,hit,kaybetti
9212,15,Soft,7,0.0,hit,kaybetti
9212,12,Hard,7,-0.17,hit,
9213,14,Hard,6,0.68,stand,kaybetti
9213,15,Hard,6,0.68,stand,kaybetti
9214,12,Hard,J,0.0,hit,kazandi
9214,21,Hard,J,0.0,stand,kaybetti
9214,12,Hard,J,0.0,hit,
9215,14,Hard,10,-0.51,hit,kaybetti
9215,18,Hard,10,-0.68,stand,kaybetti
9216,19,Soft,8,0.17,stand,kazandi
9216,15,Hard,8,0.17,hit,kaybetti
9216,16,Soft,8,0.0,hit,
9217,18,Soft,10,-0.51,stand,kaybetti
9217,16,Soft,10,-0.51,hit,kaybetti
9217,17,Soft,10,-0.68,stand,
9218,8,Hard,3,0.68,hit,kazandi
9218,11,Hard,3,0.85,double,kaybetti
9218,12,Hard,3,0.86,stand,
9219,20,Hard,2,-0.17,stand,kazandi
9219,10,Hard,2,-0.17,double,kaybetti
9220,13,Hard,4,0.17,stand,kaybetti
9220,17,Hard,4,0.17,stand,kaybetti
9221,20,Hard,Q,-1.02,stand,push
9221,20,Hard,Q,-1.02,stand,push
9222,19,Hard,9,0.0,stand,kazandi
9222,14,Hard,9,0.0,hit,kazandi
9222,16,Hard,9,0.17,hit,
9222,21,Hard,9,0.34,stand,
9223,21,Soft,4,0.17,stand,kazandi
9223,10,Hard,4,0.17,double,kazandi
9224,17,Hard,2,-0.17,stand,kazandi
9224,20,Hard,2,-0.17,stand,kazandi
9225,17,Hard,5,0.0,stand,kazandi
9225,15,Hard,5,0.0,stand,kazandi
9226,19,Hard,3,-0.51,stand,kazandi
9226,20,Hard,3,-0.51,stand,kazandi
9227,10,Hard,J,0.0,hit,kaybetti
9227,15,Hard,J,0.17,hit,kazandi
9227,20,Hard,J,0.0,stand,
9228,11,Hard,10,0.17,hit,kazandi
9228,21,Hard,10,0.0,stand,kaybetti
9228,16,Hard,10,0.0,stand,
9229,16,Hard,2,0.68,stand,kaybetti
9229,11,Hard,2,0.68,double,push
9230,12,Soft,J,-0.85,hit,kazandi
9230,19,Soft,J,-0.85,stand,kazandi
9230,20,Hard,J,-0.85,stand,
9231,14,Hard,2,0.0,stand,kazandi
9231,16,Hard,2,0.0,stand,kazandi
9232,9,Hard,J,0.68,hit,push
9232,18,Hard,J,0.68,stand,kaybetti
9232,7,Hard,J,0.68,hit,
9232,12,Hard,J,0.86,hit,
9232,17,Hard,J,1.03,stand,
9233,13,Hard,4,0.17,stand,kazandi
9233,16,Hard,4,0.17,stand,kazandi
9234,11,Hard,5,0.85,double,kaybetti
9234,12,Hard,5,1.02,stand,kaybetti
9235,18,Hard,10,-0.17,stand,kazandi
9235,12,Hard,10,-0.17,hit,kazandi
9235,18,Hard,10,0.0,stand,
9236,11,Hard,2,0.34,double,kazandi
9236,17,Hard,2,0.34,stand,push
9237,19,Hard,J,-0.34,stand,kazandi
9237,20,Soft,J,-0.34,stand,kazandi
9238,17,Hard,A,-0.34,stand,kaybetti
9238,18,Hard,A,-0.34,stand,kaybetti
9239,18,Hard,K,-0.51,stand,kazandi
9239,20,Hard,K,-0.51,stand,kazandi
9240,21,Soft,J,-0.51,stand,kazandi
9240,16,Hard,J,-0.51,hit,kaybetti
9241,11,Hard,A,0.17,hit,push
9241,21,Hard,A,0.0,stand,kaybetti
9241,9,Hard,A,0.0,hit,
9241,14,Hard,A,0.17,hit,
9241,17,Hard,A,0.34,stand,
9242,10,Hard,10,0.0,hit,kaybetti
9242,20,Hard,10,-0.17,stand,kaybetti
9242,13,Hard,10,-0.17,hit,
9243,14,Hard,6,0.0,stand,kaybetti
9243,13,Hard,6,0.0,stand,kaybetti
9244,12,Hard,5,0.0,stand,kaybetti
9244,21,Soft,5,0.0,stand,kazandi
9245,20,Hard,10,-0.68,stand,kazandi
9245,17,Hard,10,-0.68,stand,kaybetti
9246,17,Hard,5,0.17,stand,kaybetti
9246,13,Hard,5,0.17,stand,kaybetti
9247,6,Hard,A,-0.17,hit,kaybetti
9247,16,Hard,A,-0.34,hit,kaybetti
9247,18,Hard,A,-0.34,stand,
9248,15,Soft,6,0.17,stand,kaybetti
9248,19,Hard,6,0.17,stand,kaybetti
9249,17,Hard,J,-0.34,stand,kaybetti
9249,18,Hard,J,-0.34,stand,kaybetti
9250,10,Hard,4,0.17,double,kazandi
9250,17,Hard,4,0.0,stand,kazandi
9251,7,Hard,Q,-0.17,hit,kaybetti
9251,14,Hard,Q,-0.17,hit,kaybetti
9251,17,Hard,Q,-0.17,stand,
9252,5,Hard,3,0.34,hit,kazandi
9252,12,Hard,3,0.34,stand,kazandi
9252,12,Hard,3,0.34,stand,
9253,18,Hard,J,-0.68,stand,push
9253,20,Hard,J,-0.68,stand,kazandi
9254,12,Hard,9,-0.17,hit,kaybetti
9254,16,Hard,9,0.0,hit,kaybetti
9254,12,Hard,9,-0.17,hit,
9255,20,Hard,8,-0.51,stand,kazandi
9255,17,Hard,8,-0.51,stand,push
9256,11,Hard,7,0.17,double,kazandi
9256,14,Hard,7,0.34,hit,kaybetti
9257,10,Hard,7,-0.17,double,kazandi
9257,18,Hard,7,-0.17,stand,push
9258,10,Hard,A,0.17,hit,kaybetti
9258,17,Hard,A,0.17,stand,kaybetti
9258,9,Hard,A,0.17,hit,
9258,19,Hard,A,0.0,stand,
9259,12,Hard,4,0.34,stand,kaybetti
9259,14,Hard,4,0.34,stand,kaybetti
9260,19,Hard,K,-0.34,stand,kaybetti
9260,9,Hard,K,-0.34,hit,kaybetti
9260,19,Hard,K,-0.51,stand,
9261,20,Hard,J,-0.68,stand,kazandi
9261,20,Hard,J,-0.68,stand,kazandi
9262,11,Hard,K,-0.51,hit,kaybetti
9262,18,Hard,K,-0.51,stand,push
9262,20,Hard,K,-0.51,stand,
9263,17,Hard,J,-0.17,stand,kazandi
9263,15,Hard,J,-0.17,hit,kazandi
9263,17,Hard,J,0.0,stand,
9264,16,Hard,9,0.17,hit,kaybetti
9264,16,Soft,9,0.34,hit,kaybetti
9264,20,Soft,9,0.51,stand,
9265,18,Hard,8,0.34,stand,kazandi
9265,12,Hard,8,0.34,hit,kazandi
9265,20,Hard,8,0.34,stand,
9266,13,Hard,J,0.0,hit,kaybetti
9266,15,Hard,J,0.17,hit,kaybetti
9266,12,Hard,J,0.17,hit,
9266,16,Hard,J,0.34,stand,
9267,17,Hard,6,0.34,stand,kaybetti
9267,15,Hard,6,0.34,stand,kaybetti
9268,8,Hard,6,0.85,hit,kazandi
9268,18,Hard,6,0.68,stand,kazandi
9268,9,Hard,6,0.68,double,
9269,15,Hard,Q,-0.17,hit,kaybetti
9269,19,Hard,Q,0.0,stand,kaybetti
9269,11,Hard,Q,0.0,hit,
9269,14,Hard,Q,0.17,hit,
9269,16,Hard,Q,0.34,stand,
9270,13,Hard,4,0.34,stand,kaybetti
9270,13,Hard,4,0.34,stand,kaybetti
9271,19,Hard,A,0.0,stand,push
9271,10,Hard,A,0.0,hit,kaybetti
9271,12,Hard,A,0.17,hit,
9271,16,Hard,A,0.34,hit,
9272,17,Hard,6,0.0,stand,kazandi
9272,14,Hard,6,0.0,stand,kazandi
9273,15,Hard,Q,-0.34,hit,kaybetti
9273,17,Hard,Q,-0.17,stand,kaybetti
9273,14,Hard,Q,-0.17,hit,
9273,19,Hard,Q,0.0,stand,
9274,18,Hard,7,0.17,stand,kazandi
9274,16,Hard,7,0.17,hit,kazandi
9274,19,Hard,7,0.34,stand,
9275,18,Hard,5,-0.51,stand,kaybetti
9275,20,Hard,5,-0.51,stand,push
9276,20,Hard,8,-0.17,stand,kazandi
9276,11,Hard,8,-0.17,double,kazandi
9277,4,Hard,7,0.17,hit,push
9277,13,Hard,7,0.17,hit,kaybetti
9277,16,Hard,7,0.34,hit,
9277,17,Soft,7,0.17,stand,
9277,14,Hard,7,0.17,hit,
9278,7,Hard,6,1.02,hit,kaybetti
9278,14,Hard,6,1.02,stand,kaybetti
9278,10,Hard,6,1.02,double,
9279,16,Hard,Q,0.0,stand,kaybetti
9279,14,Hard,Q,0.0,hit,kaybetti
9280,14,Hard,8,0.17,hit,kazandi
9280,17,Hard,8,0.34,stand,kazandi
9280,16,Hard,8,0.34,hit,
9280,21,Hard,8,0.51,stand,
9281,21,Soft,6,-0.17,stand,kazandi
9281,12,Hard,6,-0.17,stand,kazandi
9282,15,Hard,10,0.51,hit,kaybetti
9282,10,Hard,10,0.34,hit,kazandi
9282,21,Soft,10,0.17,stand,
9283,12,Hard,3,0.17,stand,kaybetti
9283,17,Hard,3,0.17,stand,push
9284,16,Hard,K,0.34,stand,kazandi
9284,8,Hard,K,0.34,hit,kazandi
9284,18,Hard,K,0.17,stand,
9285,13,Hard,10,0.0,hit,kaybetti
9285,15,Hard,10,0.0,hit,kazandi
9285,18,Hard,10,0.17,stand,
9286,18,Hard,6,0.17,stand,push
9286,17,Hard,6,0.17,stand,kaybetti
9287,12,Hard,Q,0.17,hit,kaybetti
9287,12,Hard,Q,0.0,hit,kaybetti
9287,15,Hard,Q,0.17,hit,
9288,14,Soft,6,-0.17,stand,kazandi
9288,18,Hard,6,-0.17,stand,kazandi
9289,20,Hard,9,-0.68,stand,kazandi
9289,19,Hard,9,-0.68,stand,push
9290,21,Soft,5,-0.34,stand,kazandi
9290,13,Hard,5,-0.34,stand,kaybetti
9291,14,Hard,A,0.17,hit,kaybetti
9291,18,Hard,A,0.34,stand,kaybetti
9291,6,Hard,A,0.34,hit,
9291,9,Hard,A,0.51,hit,
9291,17,Hard,A,0.51,stand,
9292,15,Hard,K,-0.34,hit,kazandi
9292,21,Hard,K,-0.17,stand,kaybetti
9292,15,Hard,K,-0.17,hit,
9292,16,Soft,K,-0.34,hit,
9292,18,Soft,K,-0.17,stand,
9293,14,Hard,7,0.0,hit,kazandi
9293,20,Hard,7,0.17,stand,kazandi
9293,12,Hard,7,0.17,hit,
9293,21,Hard,7,0.17,stand,
9294,7,Hard,2,0.85,hit,kaybetti
9294,17,Hard,2,0.68,stand,kazandi
9294,6,Hard,2,0.68,hit,
9294,11,Hard,2,0.86,double,
9295,16,Hard,7,0.51,hit,kazandi
9295,17,Soft,7,0.34,stand,kaybetti
9295,6,Hard,7,0.34,hit,
9295,13,Hard,7,0.34,hit,
9296,15,Hard,7,-0.17,hit,kaybetti
9296,13,Hard,7,-0.34,hit,kazandi
9296,21,Hard,7,-0.34,stand,
9297,18,Hard,7,-0.51,stand,push
9297,17,Hard,7,-0.51,stand,kaybetti
9298,15,Soft,5,0.0,stand,kaybetti
9298,17,Soft,5,0.0,stand,kaybetti
9299,14,Hard,A,-0.17,hit,kaybetti
9299,20,Hard,A,-0.17,stand,kazandi
9300,10,Hard,10,0.0,hit,kaybetti
9300,15,Hard,10,0.17,hit,kazandi
9300,21,Soft,10,0.17,stand,
9301,13,Hard,3,0.68,stand,kaybetti
9301,9,Hard,3,0.68,double,kaybetti
9302,9,Hard,4,0.34,double,kazandi
9302,16,Hard,4,0.17,stand,kazandi
9303,13,Hard,J,0.34,hit,kazandi
9303,19,Hard,J,0.51,stand,kaybetti
9303,13,Hard,J,0.51,hit,
9304,20,Hard,7,-0.51,stand,kazandi
9304,16,Hard,7,-0.51,hit,kaybetti
9305,10,Hard,Q,0.17,hit,kaybetti
9305,14,Hard,Q,0.34,hit,kazandi
9305,15,Soft,Q,0.17,hit,
9305,18,Hard,Q,0.17,stand,
9306,12,Hard,8,0.51,hit,kaybetti
9306,11,Hard,8,0.34,double,kazandi
9307,17,Hard,K,-0.51,stand,kazandi
9307,21,Soft,K,-0.51,stand,kazandi
9308,7,Hard,K,0.0,hit,kaybetti
9308,12,Hard,K,0.17,hit,kaybetti
9308,14,Hard,K,0.34,hit,
9308,18,Hard,K,0.51,stand,
9308,16,Soft,K,0.51,stand,
9309,13,Hard,7,-0.17,hit,kazandi
9309,19,Hard,7,0.0,stand,kazandi
9309,20,Soft,7,0.0,stand,
9310,12,Hard,5,-0.34,stand,kaybetti
9310,21,Soft,5,-0.34,stand,kazandi
9311,15,Hard,9,0.17,hit,kaybetti
9311,13,Hard,9,0.17,hit,kaybetti
9312,20,Hard,5,-0.34,stand,kazandi
9312,18,Hard,5,-0.34,stand,kazandi
9313,21,Soft,5,-0.17,stand,kazandi
9313,12,Hard,5,-0.17,stand,kaybetti
9314,18,Hard,5,0.17,stand,kaybetti
9314,12,Hard,5,0.17,stand,kaybetti
9315,13,Hard,4,0.0,stand,kaybetti
9315,15,Hard,4,0.0,stand,kaybetti
9316,9,Hard,A,0.68,hit,kaybetti
9316,19,Hard,A,0.51,stand,push
9316,10,Hard,A,0.51,hit,
9316,20,Hard,A,0.34,stand,
9317,8,Hard,8,0.51,hit,push
9317,18,Hard,8,0.34,stand,kazandi
9317,10,Hard,8,0.34,double,
9318,7,Hard,A,0.0,hit,kaybetti
9318,17,Hard,A,-0.17,stand,kaybetti
9318,14,Hard,A,-0.17,hit,
9319,13,Hard,J,-0.51,hit,kaybetti
9319,21,Soft,J,-0.68,stand,kazandi
9320,18,Hard,2,-0.17,stand,kaybetti
9320,18,Hard,2,-0.17,stand,kaybetti
9321,12,Hard,7,-0.34,hit,kaybetti
9321,17,Hard,7,-0.17,stand,kazandi
9321,20,Hard,7,-0.17,stand,
9322,19,Hard,3,0.0,stand,kazandi
9322,17,Hard,3,0.0,stand,kaybetti
9323,18,Hard,2,0.34,stand,kazandi
9323,11,Hard,2,0.34,double,kazandi
9324,17,Hard,6,0.0,stand,kaybetti
9324,17,Hard,6,0.0,stand,kaybetti
9325,12,Hard,5,0.17,stand,kazandi
9325,18,Hard,5,0.17,stand,kazandi
9326,20,Hard,4,0.34,stand,kazandi
9326,7,Hard,4,0.34,hit,kaybetti
9326,17,Hard,4,0.17,stand,
9327,21,Soft,A,-0.51,stand,push
9327,11,Hard,A,-0.51,hit,kaybetti
9327,16,Hard,A,-0.34,hit,
9327,18,Hard,A,-0.17,stand,
9328,4,Hard,K,-0.34,hit,kaybetti
9328,14,Hard,K,-0.51,hit,push
9328,21,Soft,K,-0.68,stand,
9329,11,Hard,8,0.17,double,kaybetti
9329,12,Hard,8,0.34,hit,kaybetti
9330,14,Hard,7,-0.34,hit,kaybetti
9330,20,Hard,7,-0.34,stand,kazandi
9331,13,Hard,9,0.17,hit,kaybetti
9331,16,Hard,9,0.34,hit,kazandi
9331,14,Soft,9,0.34,hit,
9331,18,Soft,9,0.51,stand,
9332,20,Soft,9,0.0,stand,kazandi
9332,9,Hard,9,0.0,double,kaybetti
9333,15,Hard,9,0.51,hit,kazandi
9333,20,Hard,9,0.68,stand,kazandi
9333,6,Hard,9,0.68,hit,
9333,16,Hard,9,0.51,hit,
9333,17,Soft,9,0.34,stand,
9334,16,Hard,K,0.17,stand,kaybetti
9334,11,Hard,K,0.17,hit,kazandi
9334,21,Hard,K,0.0,stand,
9335,13,Hard,A,-0.17,hit,kazandi
9335,21,Hard,A,-0.17,stand,push
9335,20,Hard,A,-0.17,stand,
9336,11,Hard,7,-0.17,double,kazandi
9336,18,Hard,7,-0.34,stand,kazandi
9337,9,Hard,4,1.02,double,kaybetti
9337,6,Hard,4,1.19,hit,kaybetti
9337,16,Hard,4,1.03,stand,
9338,12,Hard,2,0.17,stand,kazandi
9338,20,Hard,2,0.17,stand,kazandi
9339,13,Hard,10,0.17,hit,kaybetti
9339,10,Hard,10,0.0,hit,kazandi
9339,20,Hard,10,-0.17,stand,
9340,15,Hard,8,0.0,hit,kazandi
9340,21,Hard,8,0.17,stand,kazandi
9340,17,Hard,8,0.17,stand,
9341,15,Hard,3,0.0,stand,kazandi
9341,20,Hard,3,0.0,stand,kazandi
9342,14,Hard,Q,-0.34,hit,kaybetti
9342,15,Hard,Q,-0.34,hit,kaybetti
9343,14,Hard,K,0.0,hit,kazandi
9343,21,Hard,K,0.0,stand,kaybetti
9343,15,Hard,K,0.0,hit,
9344,4,Hard,A,0.34,hit,kaybetti
9344,15,Soft,A,0.17,hit,push
9344,17,Soft,A,0.34,stand,
9344,13,Soft,A,0.34,hit,
9344,13,Soft,A,0.17,hit,
9344,16,Soft,A,0.34,hit,
9344,19,Soft,A,0.52,stand,
9345,13,Hard,5,0.51,stand,kaybetti
9345,12,Hard,5,0.51,stand,kaybetti
9346,9,Hard,J,0.51,hit,kazandi
9346,19,Hard,J,0.34,stand,kazandi
9346,6,Hard,J,0.34,hit,
9346,12,Hard,J,0.51,hit,
9346,15,Hard,J,0.69,hit,
9346,19,Hard,J,0.86,stand,
9347,15,Hard,7,0.0,hit,kazandi
9347,18,Hard,7,0.17,stand,push
9347,17,Hard,7,0.17,stand,
9348,14,Soft,5,0.17,stand,kaybetti
9348,16,Hard,5,0.17,stand,kaybetti
9349,12,Hard,5,0.0,stand,kazandi
9349,17,Hard,5,0.0,stand,kazandi
9350,12,Hard,8,0.17,hit,kaybetti
9350,14,Hard,8,0.0,hit,kaybetti
9351,15,Hard,4,0.68,stand,kazandi
9351,8,Hard,4,0.68,hit,kazandi
9351,18,Hard,4,0.51,stand,
9352,20,Soft,5,-0.34,stand,kazandi
9352,18,Hard,5,-0.34,stand,kazandi
9353,14,Hard,J,0.17,hit,kazandi
9353,21,Hard,J,0.17,stand,kaybetti
9353,11,Hard,J,0.17,hit,
9353,17,Hard,J,0.34,stand,
9354,12,Hard,3,0.17,stand,kaybetti
9354,17,Hard,3,0.17,stand,kaybetti
9355,18,Hard,8,-0.17,stand,kazandi
9355,19,Hard,8,-0.17,stand,kazandi
9356,15,Hard,K,-0.17,hit,kaybetti
9356,12,Hard,K,-0.17,hit,kaybetti
9356,16,Hard,K,0.0,stand,
9357,11,Hard,J,0.0,hit,kazandi
9357,21,Hard,J,-0.17,stand,kaybetti
9357,16,Soft,J,-0.17,hit,
9357,16,Soft,J,-0.34,hit,
9358,6,Hard,10,-0.17,hit,kaybetti
9358,12,Hard,10,0.0,hit,kaybetti
9358,14,Hard,10,0.17,hit,
9358,18,Hard,10,0.0,stand,
9359,11,Hard,4,0.51,double,kazandi
9359,13,Hard,4,0.34,stand,kaybetti
9360,15,Hard,2,0.0,stand,kaybetti
9360,13,Hard,2,0.0,stand,kaybetti
9361,6,Hard,7,0.17,hit,kazandi
9361,11,Hard,7,0.34,double,kazandi
9361,14,Hard,7,0.17,hit,
9361,19,Hard,7,0.34,stand,
9362,11,Hard,J,0.17,hit,kazandi
9362,21,Hard,J,0.0,stand,push
9362,19,Hard,J,0.0,stand,
9363,19,Soft,7,-0.68,stand,kazandi
9363,20,Hard,7,-0.68,stand,kazandi
9364,16,Hard,2,0.34,stand,kazandi
9364,7,Hard,2,0.34,hit,kazandi
9364,14,Hard,2,0.34,stand,
9365,12,Hard,Q,-0.17,hit,push
9365,20,Hard,Q,-0.17,stand,kazandi
9365,12,Hard,Q,-0.17,hit,
9365,21,Hard,Q,-0.17,stand,
9366,14,Hard,3,0.0,stand,kaybetti
9366,13,Soft,3,0.0,stand,kaybetti
9367,17,Hard,10,0.34,stand,kazandi
9367,9,Hard,10,0.34,hit,kazandi
9367,16,Hard,10,0.34,stand,
9368,8,Hard,10,0.34,hit,kazandi
9368,18,Hard,10,0.17,stand,kazandi
9368,16,Hard,10,0.17,stand,
9369,14,Hard,9,-0.34,hit,kaybetti
9369,20,Hard,9,-0.51,stand,kazandi
9370,20,Hard,7,-0.51,stand,kazandi
9370,15,Hard,7,-0.51,hit,kaybetti
9371,21,Soft,4,0.0,stand,kazandi
9371,15,Hard,4,0.0,stand,kaybetti
9372,14,Soft,A,0.0,hit,kaybetti
9372,18,Soft,A,0.17,stand,kaybetti
9372,12,Hard,A,0.17,hit,
9373,21,Soft,5,-0.17,stand,kazandi
9373,18,Soft,5,-0.17,stand,kaybetti
9374,15,Hard,J,-0.68,hit,kaybetti
9374,20,Hard,J,-0.68,stand,push
